hour,is_weekend,avg_speed,road_type,distance_km,congestion
12,0,36.43,1,7.48,0.918
13,0,55.3,2,9.9,0.847
13,0,34.04,1,5.52,0.837
13,0,65.73,2,8.12,0.541
14,0,33.03,1,3.35,0.713
14,0,53.9,2,8.86,0.697
14,0,42.77,1,6.4,0.752
15,0,59.33,2,8.12,0.681
15,0,47.52,1,1.53,0.454
15,0,38.07,1,0.76,0.586
16,0,23.7,0,9.49,1.0
16,0,43.6,1,5.3,0.723
16,0,25.85,0,7.56,1.0
17,0,47.77,1,7.43,1.0
17,0,34.09,1,4.78,1.0
17,0,42.52,1,1.0,0.912
18,0,22.68,0,8.45,1.0
18,0,25.85,0,3.65,1.0
18,0,16.74,0,2.5,1.0
19,0,55.14,2,1.35,0.759
19,0,17.99,0,1.46,1.0
19,0,34.19,1,8.5,1.0
20,0,68.4,2,4.32,0.327
20,0,22.26,0,9.3,1.0
20,0,31.02,1,4.32,0.775
21,0,52.1,2,9.35,0.816
21,0,37.33,1,1.96,0.58
21,0,38.13,1,3.94,0.701
22,0,52.12,2,3.98,0.503
22,0,37.8,1,7.92,0.938
22,0,50.08,2,5.19,0.513
23,0,42.88,1,8.51,0.891
23,0,57.81,2,4.49,0.446
23,0,44.81,1,5.67,0.756
0,0,53.34,2,6.26,0.679
0,0,17.61,0,4.91,1.0
0,0,58.01,2,0.67,0.416
1,0,29.86,0,6.89,1.0
1,0,40.39,1,4.99,0.736
1,0,47.27,1,0.98,0.39
2,0,62.76,2,3.38,0.414
2,0,46.71,1,4.8,0.646
2,0,62.44,2,7.86,0.666
3,0,61.25,2,8.36,0.668
3,0,57.68,2,1.09,0.278
3,0,29.5,0,4.61,0.853
4,0,44.89,1,3.38,0.658
4,0,36.23,1,7.38,0.856
4,0,50.43,2,7.18,0.675
5,0,30.27,1,5.29,0.907
5,0,46.18,1,5.5,0.717
5,0,35.55,1,3.06,0.598
6,0,23.66,0,7.37,1.0
6,0,60.91,2,5.34,0.509
6,0,21.64,0,4.55,0.896
7,0,51.05,2,4.93,0.665
7,0,20.8,0,9.8,1.0
7,0,33.36,1,7.58,0.882
8,0,35.73,1,4.88,1.0
8,0,66.12,2,6.54,0.787
8,0,69.6,2,3.1,0.715
9,0,50.2,2,2.17,0.867
9,0,68.42,2,5.91,0.792
9,0,19.67,0,9.24,1.0
10,0,59.31,2,1.12,0.655
10,0,27.01,0,2.94,1.0
10,0,60.07,2,2.06,0.727
11,0,24.1,0,2.33,0.865
11,0,30.79,1,2.49,0.776
11,0,42.01,1,8.95,0.949
12,0,54.93,2,0.76,0.461
12,0,55.32,2,9.92,0.77
12,0,51.76,2,5.87,0.722
13,0,38.86,1,1.83,0.58
13,0,36.59,1,5.23,0.86
13,0,26.94,0,5.71,0.94
14,0,31.2,1,8.8,1.0
14,0,35.98,1,4.43,0.809
14,0,34.1,1,2.48,0.685
15,0,57.71,2,4.54,0.495
15,0,26.96,0,7.48,1.0
15,0,61.73,2,3.7,0.397
16,0,29.21,0,1.99,0.696
16,0,44.7,1,2.22,0.597
16,0,40.3,1,8.88,0.957
17,0,29.32,0,4.1,1.0
17,0,19.03,0,5.53,1.0
17,0,42.45,1,9.99,1.0
18,0,23.28,0,1.1,1.0
18,0,31.25,1,6.21,1.0
18,0,15.62,0,4.35,1.0
19,0,35.36,1,9.51,1.0
19,0,37.13,1,8.59,1.0
19,0,69.38,2,6.65,0.851
20,0,45.08,1,6.67,0.807
20,0,24.45,0,7.41,1.0
20,0,15.15,0,6.41,1.0
21,0,46.73,1,5.18,0.604
21,0,15.99,0,3.13,0.907
21,0,16.96,0,9.68,1.0
22,0,54.44,2,0.75,0.324
22,0,27.62,0,9.84,1.0
22,0,27.11,0,1.31,0.734
23,0,68.46,2,3.81,0.34
23,0,26.99,0,8.53,1.0
23,0,18.14,0,7.6,1.0
0,0,18.38,0,1.98,0.901
0,0,69.97,2,1.13,0.151
0,0,57.19,2,1.26,0.328
1,0,50.18,2,9.3,0.864
1,0,67.36,2,9.29,0.586
1,0,33.77,1,6.27,0.891
2,0,20.05,0,5.81,1.0
2,0,22.54,0,5.81,1.0
2,0,45.01,1,7.56,0.807
3,0,26.42,0,0.58,0.599
3,0,41.08,1,3.21,0.659
3,0,23.65,0,2.25,0.864
4,0,27.28,0,2.3,0.791
4,0,61.24,2,4.49,0.419
4,0,28.22,0,1.25,0.72
5,0,23.53,0,4.02,0.884
5,0,28.69,0,6.79,0.981
5,0,39.41,1,4.4,0.781
6,0,18.75,0,3.23,0.873
6,0,67.09,2,4.15,0.345
6,0,48.18,1,4.21,0.602
7,0,20.49,0,6.17,1.0
7,0,59.49,2,5.44,0.566
7,0,51.73,2,2.36,0.443
8,0,15.55,0,2.85,1.0
8,0,22.53,0,4.03,1.0
8,0,60.49,2,3.4,0.823
9,0,17.58,0,8.27,1.0
9,0,41.12,1,7.08,1.0
9,0,60.49,2,6.82,1.0
10,0,39.13,1,1.16,0.847
10,0,45.13,1,4.77,1.0
10,0,63.95,2,6.22,0.861
11,0,28.44,0,9.04,1.0
11,0,58.62,2,8.98,0.702
11,0,18.59,0,2.19,0.809
12,0,33.0,1,5.45,0.866
12,0,21.63,0,5.94,1.0
12,0,45.92,1,4.19,0.612
13,0,45.85,1,4.25,0.629
13,0,46.15,1,3.78,0.545
13,0,35.22,1,0.91,0.642
14,0,27.97,0,2.72,0.842
14,0,35.95,1,4.31,0.711
14,0,16.09,0,5.66,1.0
15,0,55.68,2,3.19,0.497
15,0,43.24,1,7.54,0.892
15,0,30.5,1,3.39,0.762
16,0,56.06,2,4.1,0.57
16,0,18.67,0,3.04,0.91
16,0,18.48,0,1.44,0.884
17,0,53.08,2,0.62,0.745
17,0,39.37,1,2.81,1.0
17,0,58.55,2,8.36,1.0
18,0,26.8,0,5.96,1.0
18,0,39.19,1,8.17,1.0
18,0,38.33,1,0.6,0.923
19,0,15.06,0,9.47,1.0
19,0,52.86,2,4.7,0.961
19,0,59.54,2,8.69,1.0
20,0,21.51,0,8.88,1.0
20,0,17.61,0,6.08,1.0
20,0,17.66,0,2.17,0.884
21,0,17.4,0,3.16,0.983
21,0,49.45,1,1.11,0.549
21,0,19.92,0,8.87,1.0
22,0,24.54,0,8.77,1.0
22,0,39.07,1,7.5,0.826
22,0,32.77,1,6.09,0.97
23,0,64.58,2,3.5,0.261
23,0,48.82,1,7.89,0.794
23,0,56.07,2,8.35,0.771
0,0,25.33,0,1.51,0.715
0,0,51.96,2,3.47,0.481
0,0,23.7,0,1.44,0.703
1,0,27.0,0,4.62,0.962
1,0,66.49,2,9.6,0.585
1,0,30.26,1,0.99,0.684
2,0,15.82,0,5.33,1.0
2,0,59.64,2,7.24,0.62
2,0,45.4,1,9.36,0.859
3,0,34.27,1,2.37,0.729
3,0,28.97,0,4.35,0.856
3,0,33.13,1,9.09,0.996
4,0,63.41,2,1.51,0.316
4,0,32.42,1,2.09,0.617
4,0,36.62,1,5.39,0.787
5,0,16.08,0,6.19,1.0
5,0,37.72,1,4.6,0.802
5,0,42.56,1,3.61,0.729
6,0,42.58,1,9.92,0.9
6,0,16.17,0,9.6,1.0
6,0,25.73,0,2.41,0.742
7,0,22.55,0,9.6,1.0
7,0,20.04,0,7.46,1.0
7,0,39.71,1,2.22,0.566
8,0,45.34,1,3.02,0.903
8,0,50.1,2,8.62,1.0
8,0,37.16,1,2.47,1.0
9,0,22.16,0,5.35,1.0
9,0,59.67,2,7.68,0.995
9,0,17.99,0,2.68,1.0
10,0,65.31,2,7.75,0.854
10,0,39.66,1,8.59,1.0
10,0,15.87,0,1.16,1.0
11,0,37.59,1,2.14,0.667
11,0,51.98,2,5.55,0.643
11,0,61.32,2,2.5,0.371
12,0,58.06,2,0.88,0.385
12,0,31.87,1,3.55,0.829
12,0,48.95,1,1.72,0.375
13,0,26.36,0,4.14,0.864
13,0,28.01,0,8.21,1.0
13,0,17.05,0,7.75,1.0
14,0,29.6,0,7.25,0.959
14,0,50.14,2,4.74,0.648
14,0,43.55,1,5.64,0.742
15,0,69.38,2,3.53,0.311
15,0,58.44,2,8.77,0.739
15,0,22.06,0,6.77,1.0
16,0,31.21,1,6.22,0.981
16,0,57.58,2,2.09,0.273
16,0,43.45,1,1.76,0.635
17,0,27.64,0,8.43,1.0
17,0,50.81,2,8.84,1.0
17,0,18.61,0,9.5,1.0
18,0,33.19,1,7.09,1.0
18,0,36.91,1,9.16,1.0
18,0,63.23,2,2.75,0.617
19,0,57.54,2,3.83,0.756
19,0,52.03,2,8.44,1.0
19,0,19.2,0,8.16,1.0
20,0,30.42,1,7.24,1.0
20,0,45.85,1,9.62,0.865
20,0,50.8,2,5.19,0.623
21,0,55.69,2,6.83,0.652
21,0,38.91,1,6.07,0.792
21,0,18.99,0,8.7,1.0
22,0,24.69,0,4.25,0.976
22,0,17.03,0,8.06,1.0
22,0,60.55,2,8.84,0.684
23,0,47.76,1,4.9,0.687
23,0,47.99,1,2.85,0.643
23,0,39.0,1,6.52,0.85
0,0,59.95,2,0.83,0.275
0,0,15.29,0,0.63,0.821
0,0,40.07,1,1.21,0.574
1,0,26.07,0,5.79,0.9
1,0,58.14,2,2.95,0.328
1,0,63.08,2,0.67,0.227
2,0,50.76,2,3.19,0.525
2,0,20.35,0,1.71,0.841
2,0,66.77,2,3.54,0.278
3,0,34.03,1,0.59,0.648
3,0,55.23,2,6.33,0.65
3,0,54.24,2,7.38,0.675
4,0,53.83,2,4.38,0.591
4,0,63.85,2,1.13,0.26
4,0,52.45,2,9.12,0.852
5,0,45.31,1,1.28,0.502
5,0,36.49,1,3.14,0.697
5,0,40.54,1,5.76,0.79
6,0,64.77,2,5.12,0.463
6,0,65.49,2,7.49,0.604
6,0,65.49,2,1.76,0.28
7,0,67.82,2,6.45,0.469
7,0,42.36,1,4.71,0.689
7,0,66.41,2,3.17,0.34
8,0,60.37,2,8.32,0.915
8,0,16.05,0,7.5,1.0
8,0,43.99,1,6.48,1.0
9,0,55.25,2,4.85,0.906
9,0,28.3,0,5.09,1.0
9,0,69.24,2,1.46,0.524
10,0,34.21,1,7.82,1.0
10,0,26.57,0,7.91,1.0
10,0,39.43,1,5.04,1.0
11,0,41.2,1,6.25,0.784
11,0,26.36,0,7.7,1.0
11,0,21.98,0,2.63,0.863
12,0,37.38,1,9.5,1.0
12,0,35.87,1,9.19,0.955
12,0,21.1,0,2.9,0.944
13,0,35.34,1,2.12,0.639
13,0,42.23,1,1.9,0.653
13,0,68.92,2,9.17,0.623
14,0,40.82,1,4.67,0.73
14,0,21.35,0,9.5,1.0
14,0,15.69,0,4.7,0.938
15,0,28.03,0,6.33,0.993
15,0,49.36,1,7.66,0.847
15,0,25.03,0,0.95,0.776
16,0,53.38,2,5.59,0.58
16,0,68.08,2,3.02,0.206
16,0,35.08,1,4.25,0.824
17,0,46.12,1,0.5,0.771
17,0,30.97,1,1.26,0.926
17,0,49.28,1,3.55,0.816
18,0,30.59,1,1.9,1.0
18,0,26.38,0,1.4,1.0
18,0,51.01,2,6.76,1.0
19,0,19.25,0,5.68,1.0
19,0,56.82,2,5.77,0.931
19,0,17.41,0,5.18,1.0
20,0,43.06,1,9.01,0.926
20,0,21.45,0,1.73,0.814
20,0,15.61,0,8.93,1.0
21,0,38.84,1,1.94,0.578
21,0,20.44,0,3.38,0.919
21,0,28.01,0,3.55,0.811
22,0,21.04,0,6.27,1.0
22,0,44.76,1,2.54,0.541
22,0,61.52,2,1.43,0.236
23,0,57.05,2,5.43,0.57
23,0,48.44,1,7.94,0.793
23,0,39.79,1,7.09,0.799
0,1,16.84,0,1.72,0.852
0,1,62.92,2,5.79,0.455
0,1,60.89,2,5.21,0.425
1,1,44.33,1,2.17,0.422
1,1,64.09,2,8.82,0.635
1,1,25.98,0,2.35,0.584
2,1,23.69,0,5.19,0.918
2,1,55.97,2,4.51,0.498
2,1,22.91,0,1.25,0.754
3,1,22.53,0,7.0,0.883
3,1,41.22,1,9.88,0.823
3,1,15.36,0,9.0,1.0
4,1,43.0,1,4.53,0.501
4,1,52.57,2,8.22,0.668
4,1,35.0,1,7.02,0.823
5,1,60.09,2,4.96,0.376
5,1,63.39,2,2.56,0.163
5,1,60.32,2,3.88,0.433
6,1,60.87,2,5.11,0.349
6,1,38.88,1,6.35,0.703
6,1,32.97,1,6.7,0.888
7,1,67.76,2,1.02,0.234
7,1,59.2,2,3.22,0.293
7,1,18.16,0,9.02,1.0
8,1,15.53,0,0.55,1.0
8,1,24.67,0,1.77,1.0
8,1,46.85,1,7.83,1.0
9,1,23.05,0,1.6,1.0
9,1,25.15,0,4.86,1.0
9,1,58.09,2,6.27,0.837
10,1,29.94,0,3.54,1.0
10,1,57.47,2,4.0,0.785
10,1,27.52,0,8.75,1.0
11,1,15.58,0,8.27,1.0
11,1,57.97,2,5.37,0.549
11,1,30.16,1,5.67,0.805
12,1,52.76,2,3.76,0.42
12,1,21.31,0,6.95,0.836
12,1,28.26,0,9.6,0.982
13,1,42.07,1,2.52,0.526
13,1,18.19,0,8.58,1.0
13,1,35.52,1,9.73,1.0
14,1,48.93,1,5.79,0.49
14,1,33.72,1,5.83,0.727
14,1,29.42,0,5.19,0.788
15,1,54.78,2,3.21,0.454
15,1,36.49,1,7.95,0.887
15,1,42.25,1,3.87,0.629
16,1,27.69,0,3.1,0.627
16,1,18.37,0,1.63,0.726
16,1,59.85,2,4.83,0.413
17,1,15.92,0,2.32,1.0
17,1,44.97,1,4.47,0.909
17,1,27.44,0,2.9,1.0
18,1,61.45,2,1.5,0.615
18,1,21.74,0,6.49,1.0
18,1,18.5,0,5.65,1.0
19,1,32.27,1,6.81,1.0
19,1,20.89,0,3.28,1.0
19,1,15.57,0,8.3,1.0
20,1,62.45,2,9.54,0.545
20,1,48.65,1,2.63,0.476
20,1,64.11,2,9.21,0.509
21,1,25.58,0,6.92,1.0
21,1,18.33,0,4.14,0.897
21,1,30.96,1,9.47,1.0
22,1,47.74,1,9.98,0.778
22,1,35.62,1,9.98,1.0
22,1,61.6,2,2.18,0.225
23,1,26.57,0,8.55,1.0
23,1,54.22,2,3.7,0.36
23,1,22.09,0,8.49,1.0
0,1,26.17,0,3.55,0.747
0,1,25.94,0,1.38,0.667
0,1,24.76,0,5.38,0.852
1,1,41.54,1,1.57,0.507
1,1,19.88,0,6.23,0.957
1,1,23.36,0,1.72,0.68
2,1,36.65,1,4.78,0.599
2,1,24.6,0,7.68,0.955
2,1,36.39,1,2.4,0.529
3,1,23.54,0,8.96,1.0
3,1,53.8,2,8.18,0.653
3,1,15.58,0,6.6,1.0
4,1,60.01,2,7.89,0.477
4,1,28.06,0,7.08,0.86
4,1,53.49,2,7.77,0.62
5,1,49.29,1,7.62,0.681
5,1,28.94,0,3.04,0.705
5,1,51.87,2,5.08,0.445
6,1,53.39,2,3.09,0.46
6,1,28.22,0,1.19,0.647
6,1,61.65,2,8.88,0.568
7,1,20.16,0,7.05,0.947
7,1,26.26,0,9.97,1.0
7,1,61.08,2,0.8,0.243
8,1,46.82,1,5.61,0.94
8,1,31.45,1,4.75,1.0
8,1,25.43,0,1.87,1.0
9,1,68.62,2,5.76,0.633
9,1,48.57,1,5.89,0.932
9,1,23.14,0,9.37,1.0
10,1,30.02,1,1.84,1.0
10,1,61.6,2,7.41,0.862
10,1,27.09,0,1.77,0.97
11,1,24.94,0,3.38,0.753
11,1,27.23,0,4.73,0.799
11,1,35.24,1,7.61,0.89
12,1,23.39,0,6.23,0.953
12,1,24.37,0,6.76,0.94
12,1,32.06,1,4.09,0.705
13,1,19.48,0,8.65,1.0
13,1,15.39,0,3.68,0.946
13,1,68.65,2,4.65,0.246
14,1,47.58,1,0.79,0.238
14,1,43.58,1,5.25,0.611
14,1,54.39,2,5.71,0.601
15,1,29.05,0,0.51,0.518
15,1,53.73,2,6.97,0.619
15,1,19.73,0,9.87,1.0
16,1,25.79,0,1.52,0.631
16,1,58.3,2,2.77,0.342
16,1,58.63,2,1.48,0.246
17,1,48.12,1,9.44,1.0
17,1,69.06,2,6.49,0.801
17,1,47.13,1,4.79,0.917
18,1,58.74,2,2.25,0.554
18,1,30.72,1,8.23,1.0
18,1,21.83,0,2.0,1.0
19,1,21.17,0,4.98,1.0
19,1,51.34,2,4.68,0.908
19,1,50.67,2,8.73,1.0
20,1,19.55,0,0.63,0.736
20,1,58.42,2,5.21,0.464
20,1,52.73,2,2.7,0.302
21,1,49.69,1,4.59,0.559
21,1,27.59,0,0.58,0.589
21,1,38.71,1,0.65,0.497
22,1,30.9,1,6.65,0.843
22,1,23.46,0,5.37,0.842
22,1,18.15,0,8.32,1.0
23,1,40.07,1,1.93,0.449
23,1,64.16,2,1.21,0.207
23,1,35.15,1,5.16,0.716
0,0,54.42,2,5.98,0.66
0,0,16.96,0,9.92,1.0
0,0,16.31,0,8.21,1.0
1,0,50.99,2,5.61,0.695
1,0,26.53,0,6.29,0.916
1,0,24.72,0,4.4,0.781
2,0,51.59,2,2.2,0.435
2,0,36.48,1,7.42,0.94
2,0,52.44,2,2.99,0.626
3,0,30.97,1,8.94,1.0
3,0,34.19,1,6.65,0.937
3,0,31.27,1,9.53,1.0
4,0,65.69,2,7.09,0.573
4,0,29.73,0,2.98,0.739
4,0,15.39,0,1.72,0.938
5,0,69.65,2,9.0,0.66
5,0,50.38,2,2.96,0.465
5,0,25.64,0,7.45,0.964
6,0,65.08,2,6.35,0.411
6,0,46.78,1,3.57,0.568
6,0,27.58,0,8.03,0.997
7,0,52.34,2,3.49,0.554
7,0,35.19,1,6.46,0.935
7,0,25.31,0,7.34,0.999
8,0,16.53,0,9.92,1.0
8,0,25.11,0,1.38,1.0
8,0,38.96,1,8.47,1.0
9,0,36.01,1,4.31,1.0
9,0,39.13,1,6.37,1.0
9,0,61.78,2,3.7,0.811
10,0,21.09,0,2.69,1.0
10,0,57.07,2,8.16,1.0
10,0,45.88,1,4.09,0.945
11,0,49.46,1,3.79,0.615
11,0,29.13,0,4.84,0.917
11,0,67.4,2,0.8,0.228
12,0,52.26,2,4.67,0.606
12,0,57.95,2,8.11,0.694
12,0,42.86,1,2.24,0.619
13,0,48.76,1,4.27,0.583
13,0,18.57,0,0.59,0.772
13,0,58.3,2,4.64,0.531
14,0,36.62,1,1.16,0.622
14,0,68.62,2,5.56,0.334
14,0,17.13,0,3.48,0.947
15,0,64.59,2,9.53,0.66
15,0,34.79,1,2.68,0.634
15,0,22.98,0,9.77,1.0
16,0,21.14,0,9.18,1.0
16,0,65.26,2,8.17,0.608
16,0,27.02,0,0.95,0.646
17,0,42.53,1,2.38,0.959
17,0,36.1,1,5.25,1.0
17,0,66.54,2,3.47,0.659
18,0,35.8,1,5.53,1.0
18,0,20.07,0,0.77,1.0
18,0,48.67,1,1.71,0.809
19,0,23.42,0,5.89,1.0
19,0,43.63,1,4.05,0.999
19,0,21.06,0,7.06,1.0
20,0,38.06,1,4.45,0.75
20,0,19.56,0,0.71,0.765
20,0,55.05,2,3.55,0.555
21,0,65.9,2,9.46,0.656
21,0,57.7,2,7.26,0.71
21,0,22.37,0,5.06,0.95
22,0,20.64,0,5.07,0.971
22,0,69.73,2,1.53,0.197
22,0,27.04,0,8.25,0.98
23,0,18.54,0,3.24,0.924
23,0,51.13,2,1.77,0.43
23,0,69.92,2,1.16,0.22
0,0,18.07,0,5.47,0.986
0,0,57.9,2,8.8,0.656
0,0,18.46,0,1.64,0.914
1,0,23.66,0,3.25,0.831
1,0,50.06,2,6.99,0.794
1,0,15.88,0,1.71,0.862
2,0,46.22,1,8.81,0.877
2,0,36.27,1,5.85,0.864
2,0,28.07,0,7.47,1.0
3,0,69.51,2,6.03,0.47
3,0,60.5,2,6.1,0.537
3,0,16.67,0,3.58,0.9
4,0,26.89,0,7.18,0.971
4,0,24.91,0,3.62,0.889
4,0,36.66,1,4.41,0.707
5,0,20.86,0,0.89,0.816
5,0,69.57,2,9.25,0.646
5,0,24.21,0,9.82,1.0
6,0,17.75,0,1.31,0.783
6,0,20.14,0,7.11,1.0
6,0,32.68,1,5.2,0.867
7,0,38.45,1,5.34,0.827
7,0,17.69,0,6.28,1.0
7,0,58.83,2,8.55,0.722
8,0,47.95,1,6.89,0.992
8,0,27.55,0,5.45,1.0
8,0,42.89,1,6.37,1.0
9,0,30.81,1,2.54,1.0
9,0,36.75,1,2.2,1.0
9,0,42.8,1,9.87,1.0
10,0,37.91,1,6.25,1.0
10,0,51.18,2,2.13,0.797
10,0,56.82,2,2.25,0.842
11,0,16.89,0,8.34,1.0
11,0,21.97,0,8.71,1.0
11,0,41.33,1,1.7,0.639
12,0,29.11,0,4.89,0.731
12,0,17.45,0,5.97,1.0
12,0,22.02,0,2.21,0.942
13,0,46.68,1,9.64,0.875
13,0,33.95,1,5.71,0.804
13,0,22.92,0,4.97,0.914
14,0,16.99,0,8.22,1.0
14,0,24.76,0,7.19,0.973
14,0,24.28,0,8.0,0.995
15,0,59.38,2,5.61,0.476
15,0,34.54,1,2.12,0.586
15,0,41.74,1,3.58,0.744
16,0,55.16,2,8.6,0.763
16,0,16.35,0,6.15,1.0
16,0,69.39,2,7.78,0.486
17,0,57.16,2,5.99,0.962
17,0,29.35,0,8.65,1.0
17,0,20.35,0,8.54,1.0
18,0,15.06,0,2.49,1.0
18,0,36.88,1,5.47,1.0
18,0,65.23,2,7.84,0.881
19,0,23.58,0,1.92,1.0
19,0,48.16,1,6.49,1.0
19,0,50.03,2,7.13,1.0
20,0,25.69,0,0.79,0.583
20,0,15.33,0,4.78,1.0
20,0,51.44,2,6.86,0.617
21,0,49.7,1,2.98,0.543
21,0,35.57,1,2.8,0.709
21,0,68.9,2,4.69,0.413
22,0,57.64,2,6.61,0.604
22,0,65.18,2,7.01,0.551
22,0,49.91,1,8.13,0.762
23,0,69.28,2,6.31,0.37
23,0,55.64,2,2.59,0.371
23,0,51.7,2,7.2,0.703
